Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Repeaters, primary, total (% of total enrollment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22775,,,0.15626,,,,0.11741,0.11774,0.09873,0.12475,0.15581,0.18683,0.17249,0.10259,0.2244,0.15714,0.12435,0.1661,,0.20419,0.36804,0.7011,0.25767,0.27312,,
Research and development expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18692,0.22601,0.214,0.19106,0.27987,0.25255,0.32109,0.25659,0.25761,0.24057,0.21107,0.22438,0.29093,0.24139,0.27014,0.23853,0.22216,0.24151,0.25002,0.23305,0.22788,0.18913,,
Researchers in R&D (per million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reserves and related items (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44553079.78,-3266029.838,29522740.15,-45458425.65,50022216.43,603013.4839,4789784.73,16911989.4,16717205.56,69882651.58,70881596.81,56199723.74,238670581.1,301051429.1,563194343.1,-194589140.9,159582971.9,-266857715.9,8623873.567,-891448.6107,661682046.3,-545003831.8,341162797.1,446805454.6,79047197.63,30634752.84,664997569.9,
"Revenue, excluding grants (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.19838268,19.30485874,19.76331115,21.38497818,22.86029356,22.25324965,22.64795135,22.72642644,22.59780405,24.11681675,24.51455671,23.09249267,22.83472889,22.52546511,22.45363437,23.84754295,
"Revenue, excluding grants (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47215E+11,4.32985E+11,5.24951E+11,6.73474E+11,8.15707E+11,6.99119E+11,7.83665E+11,8.58592E+11,9.64126E+11,1.09867E+12,1.18372E+12,1.1647E+12,1.1571E+12,1.25343E+12,1.35104E+12,1.56655E+12,
Risk of catastrophic expenditure for surgical care (% of people at risk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,54,43.1,33.9,30.7,34.1,39,42.7,36.9,34.4,37.5,38.1,42,41.5,38.2,35.7,32.9,25.3
Risk of impoverishing expenditure for surgical care (% of people at risk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,16.5,12.6,5.6,5.9,3.9,4.1,5.3,3.9,3.2,4.1,4.5,6.4,6.2,5.7,5.5,4.6,3.5
"Risk premium on lending (lending rate minus treasury bill rate, %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.096078512,6.387334525,8.917256436,13.36269123,13.93380345,11.65992382,11.42687703,9.361702721,9.344860947,8.614601737,8.227973785,7.434230738,6.697741535,8.607024985,4.694542818,7.525504448,7.677893342,6.574650261,6.105047287,5.797729686
Rural land area (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural population,913165,929062,944095,957992,970441,981339,990462,997848,1003798,1008766,1013461,1018082,1021895,1024755,1026287,1030813,1033920,1035804,1036537,1041606,1052366,1062199,1070940,1079262,1088092,1097858,1109406,1121848,1131795,1142635,1152701,1151477,1140330,1123076,1105545,1092064,1084134,1080790,1081015,1082795,1084609,1086502,1085072,1082321,1079119,1075105,1069753,1063397,1057210,1052998,1051948,1054539,1060243,1067354,1074327,1079968,1083966,1086546,1087759,1087883,
Rural population (% of total population),48.725,47.853,46.981,46.111,45.242,44.378,43.517,42.659,41.805,40.958,40.136,39.343,38.555,37.775,37,36.389,35.781,35.179,34.581,34.161,33.95,33.741,33.533,33.325,33.117,32.91,32.704,32.499,32.294,32.31,32.579,32.85,33.122,33.394,33.668,33.943,34.219,34.496,34.774,35.053,35.334,35.615,35.764,35.863,35.962,36.062,36.161,36.261,36.36,36.46,36.56,36.66,36.76,36.836,36.888,36.915,36.918,36.897,36.851,36.781,
Rural population growth (annual %),,1.725888786,1.605132166,1.461263053,1.291118015,1.116735826,0.925353532,0.742945916,0.594512469,0.493699588,0.464340397,0.454925933,0.373828179,0.279481285,0.14938751,0.440037655,0.300959237,0.18205331,0.070741256,0.487840351,1.027720973,0.930032501,0.819547992,0.774070674,0.814822946,0.893530499,1.046372828,1.11525886,0.882754242,0.953213076,0.877088542,-0.106241802,-0.972777193,-1.524634487,-1.573292328,-1.226894239,-0.728797205,-0.30892564,0.020815939,0.164524649,0.167389229,0.174380811,-0.131701725,-0.253853498,-0.296284176,-0.372663627,-0.499055052,-0.595927976,-0.583513829,-0.399202884,-0.099765038,0.246002117,0.539442253,0.668456148,0.65117304,0.523699205,0.369512614,0.237732039,0.111575894,0.011398934,
Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Global Equity Indices (annual % change),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"School enrollment, preprimary (% gross)",,,,,,,,,,,,,,,,,,,,,54.34492874,,,,,,58.53982162,59.07788849,56.97418976,53.99795914,48.0632019,47.29973984,47.70856094,41.31669998,36.23881912,32.01623154,26.96916962,29.2139492,28.92230034,26.25672913,26.3164196,24.86083984,25.72026062,28.2585392,31.30010033,32.09144974,35.06798172,34.6598587,35.79373169,37.09371185,36.99861145,51.96392822,54.94858932,49.82857895,49.46955872,51.54290009,50.77103043,50.63230896,38.02128983,39.33663177,
"School enrollment, preprimary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.84296036,27.62517929,30.09469032,33.94237137,34.65056992,38.6736908,38.48904037,39.0865097,39.80503082,39.5753212,55.17874146,58.15039063,53.02441025,51.4367981,53.58845901,53.38434982,53.14896011,39.65969086,40.22615814,
"School enrollment, preprimary, male (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0279007,23.98612976,26.62517929,29.00968933,29.90365982,32.01533127,31.41959,32.98477173,34.75363159,34.76427078,49.1571312,52.14564133,47.03041077,47.74805069,49.74665833,48.4690094,48.41439056,36.57667923,38.55134964,
"School enrollment, primary (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3454971,101.1409912,104.5680008,96.50575256,92.42475128,93.27529907,126.9002304,129.1640472,133.5714874,98.66372681,102.1300507,95.37493896,94.19893646,94.92137146,95.44106293,100.1557999,113.2876205,114.5186768,110.8467789,99.06498718,98.4758606,98.91773987,98.44946289,96.86598969,95.00364685,94.51789856,94.08351898,92.71524811,91.84506226,
"School enrollment, primary (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.48945,82.67607,,81.05196,83.44942,87.87505,,,,95.15386,96.41176,95.00256,93.76733,92.69541,92.23963,91.94625,90.72273,,
"School enrollment, primary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.038869977,1.020169973,1.019050002,1.02876997,1.023270011,1.033980012,1.072929978,,1.115159988,1.013290048,1.021980047,1.003059983,0.999000013,1.00564003,1.018280029,1.024889946,1.022079945,1.02098,1.032899976,1.031380057,1.018350005,1.013299942,1.012529969,1.013020039,1.015210032,1.008900046,1.003209949,0.999610007,1.00533998,
"School enrollment, primary and secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.071140051,,,,,,,1.006010056,0.995670021,0.989899993,0.995220006,1.007719994,,1.02907002,1.040339947,1.037989974,,,1.022830009,1.03489995,
"School enrollment, primary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3488617,102.1553192,105.558609,97.87876892,93.49443054,94.85115814,131.4509125,,141.0306549,99.33167267,103.2709885,95.52469635,94.15036011,95.19812775,96.34499359,101.4563904,114.6081467,115.7981415,112.7857285,100.7184677,99.44019318,99.61920929,99.10623169,97.53677368,95.77111053,94.96555328,94.24420166,92.69589996,92.1054306,
"School enrollment, primary, female (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.03821,83.04899,,82.18023,84.90701,89.24942,,,,95.76167,96.88121,95.29451,94.17595,93.29142,92.50096,91.91511,90.5458,,
"School enrollment, primary, male (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3697891,100.1356735,103.5851212,95.14137268,91.36811066,91.73384857,122.5155563,,126.4670181,98.02924347,101.0498962,95.23297119,94.24474335,94.66378021,94.61534119,98.99294281,112.1319122,113.4187469,109.1934433,97.65403748,97.64801788,98.31202698,97.87988281,96.2831192,94.33616638,94.12773895,93.94300842,92.73222351,91.61638641,
"School enrollment, primary, male (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.96926,82.3245,,80.02131,82.1462,86.67222,,,,94.63208,96.00639,94.74936,93.41226,92.17705,92.01187,91.97348,90.87785,,
"School enrollment, primary, private (% of total primary)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.059769999,0.239120007,0,0,0.647270024,0.544420004,0.883679986,1.246510029,1.696269989,1.554730058,1.52986002,1.761139989,,1.549929976,1.590240002,1.833789945,1.856619954,2.028379917,2.170650005,2.21055007,2.308769941,2.453219891,
"School enrollment, secondary (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.10370636,92.32685852,94.74469757,96.62906647,,93.33640289,93.23616028,80.43602753,80.05667877,92.1519928,88.28202057,,,89.34573364,92.05428314,94.94132996,96.42764282,94.97048187,100.125618,104.7133179,93.13488007,,85.89755249,85.88350677,86.00588989,,,83.15068054,86.47232819,
"School enrollment, secondary (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5328,88.92706,91.63539,86.10852,92.32107,92.50998,87.74122,,,,,,,,,
"School enrollment, secondary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098569989,,,,,,,1.004529953,0.991859972,0.977580011,0.982230008,1.003319979,,1.039759994,1.05685997,1.051599979,,,1.037619948,1.053359985,
"School enrollment, secondary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.50849152,,,,,,,96.64853668,94.57569885,98.96401978,103.7440033,93.29618835,,87.6699295,88.42137909,88.33323669,,,84.80037689,88.88323975,
"School enrollment, secondary, female (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.98581,85.27768,91.67152,92.31576,88.05112,,,,,,,,,
"School enrollment, secondary, male (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.84934235,,,,,,,96.21309662,95.35154724,101.2332077,105.6204071,92.98737335,,84.31730652,83.66435242,83.99919891,,,81.72560883,84.38040924,
"School enrollment, secondary, male (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.29508,86.91052,92.94041,92.69174,87.45784,,,,,,,,,
"School enrollment, secondary, private (% of total secondary)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705790043,,2.301249981,2.146859884,2.306790113,,,2.472939968,2.644880056,
"School enrollment, tertiary (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,17.59959984,,18.79870987,20.43589973,23.20482063,25.3567009,25.34211922,23.02763939,19.12430954,19.08213997,16.93857002,22.7202301,33.5735817,35.21240997,35.54978943,33.54529953,36.14685822,37.2188797,37.88314056,39.54676819,43.11534882,45.93093872,48.48933029,51.33459091,52.989151,53.33778,46.15803146,45.73738861,47.08219147,46.52180099,51.08018875,52.25152969,54.57048035,51.48752975,
"School enrollment, tertiary (gross), gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19788003,1.242120028,1.248170018,1.225090027,1.291910052,1.285130024,1.247269988,1.234480023,1.225149989,1.192499995,1.179829955,1.156669974,1.153820038,1.117280006,1.122910023,1.160859942,1.211840034,1.21487999,1.247879982,1.253430009,
"School enrollment, tertiary, female (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26692963,37.97737122,41.08533096,41.79188156,44.16986847,45.95116043,49.05389023,51.8772583,54.46075058,56.61935043,58.0341301,57.70819855,49.8534317,48.49312973,50.08285904,50.51742172,57.1154213,58.67676163,62.64839172,59.44847107,
"School enrollment, tertiary, male (% gross)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.49674034,28.78222084,30.88903999,32.38492966,31.27621078,32.84920883,36.92448044,39.71326065,42.19898987,45.72026062,47.59757996,48.66688919,42.18519974,42.80575943,43.92736816,42.39125824,45.01602173,46.06830978,47.11909866,44.38237,
Scientific and technical journal articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.29,305.85,315.85,317.38,343.09,388.1,349.34,391.91,374.22,433.78,487.46,586.85,548.17,539.92,544.54,531.24,530.82,511.24,521.33,,
"Secondary education, duration (years)",,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8
"Secondary education, general pupils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371810,372820,379638,322067,322222,319537,327594,341442,347200,403407,388298,383372,376506,367222,362707,354261,335065,306558,300253,291127,234176,,228070,217929,215010,215917,,215307,,
"Secondary education, general pupils (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6549,50.40904,51.16427,51.06143,52.02004,52.18206,52.4045,52.12276,,52.56775,52.83777,50.7781,50.29189,49.67077,49.69411,49.65717,49.77512,49.33553,48.70159,48.45961,48.54938,,48.82843,48.66952,48.17869,47.93462,,47.77225,,
"Secondary education, pupils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394879,394701,402394,343096,,330577,334922,347474,351392,409423,393420,,,373693,369736,362542,345830,318606,313249,305765,255835,,252428,244543,240291,,,234983,248972,
"Secondary education, pupils (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.03811,,,,,,,49.38178,48.91276,48.24373,47.8943,47.84842,,48.10718,48.02877,47.55359,,,47.26682,,
"Secondary education, teachers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46434,,,32674,,33889,,,,,,,,,,,,,,,,,,,,,,29311,25093,
"Secondary education, teachers (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.00029755,,,44.20027924,,78.9990921,,,,,,,,,,,,,,,,,,,,,,79.87445068,88.03251648,
"Secondary education, teachers, female",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36683,,,14442,,26772,,,,,,,,,,,,,,,,,,,,,,23412,22090,
"Secondary education, vocational pupils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21029,,7352,7162,6032,4192,6016,5122,,,6471,7029,8281,10765,12048,12996,14638,21659,,24358,26614,25281,,,19676,,
"Secondary education, vocational pupils (% female)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.52261,,,,,,,37.13888,38.15571,37.66544,36.65118,40.26963,,41.35397,42.78199,42.23725,,,41.73613,,
"Secondary income receipts (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64179250,115265682.6,187132714.3,185229637.1,243746746,190467269.1,176516256.9,191597591.5,263303927.6,254829616.7,308073056.8,552945861.3,608326628.4,733063622.9,939116260.9,988546649.9,750331131.4,813504105.2,997927031.2,990762839,1118911322,1057153064,907455448.3,882892078.5,1031372838,995181351.4,1022487505,
"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14400000,33790000,19671120,22584400,18450800,22928800,24436508,24692508,132948015.9,153220232.7,150768993.2,204200522.2,208362205.5,165021395.9,203033570.7,237067834.7,253751422.6,289514593.3,308876252.2,259923938.5,253145665,271743995.1,252400397.2,270751915.9,
Secure Internet servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,54,87,158,182,224,557,799,989,1416,1741
Secure Internet servers (per 1 million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42637261,18.77256619,30.16404037,54.52818624,62.49135164,76.56672089,189.7044629,271.3248975,335.0525243,478.7453626,587.5801552
"Self-employed, female (% of female employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.45000076,45.13000107,46.54999924,48.54000092,49.70999908,51.00999832,52.11999893,52.50999832,53.31000137,54.31000137,54.34000015,54.36999893,53.88000107,53.02000046,52.20000076,50.88999939,49.16999817,47.58000183,47.36000061,49.84000015,48.58000183,48.47000122,48.18000031,45.54999924,42.88999939,40.95999908,39.11000061,31.85000038,29.52000046,
"Self-employed, male (% of male employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.38999939,35.93000031,38.63000107,40.29000092,41.90000153,43,43.95999908,44.43000031,45.04999924,45.27000046,45.5,44.88000107,43.91999817,43.15999985,41.93999863,40.59000015,38.86000061,37.86000061,39.56999969,37.77000046,40.84000015,39.40000153,38.18999863,42.93999863,42.72000122,42.79999924,41.40000153,38.68999863,37.65999985,
"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75,39.93999863,42.06000137,43.90999985,45.29999924,46.43000031,47.43999863,47.99000168,48.72000122,49.33000183,49.49000168,49.18000031,48.45999908,47.68000031,46.66999817,45.36000061,43.65000153,42.34999847,43.13999939,43.13999939,44.43000031,43.63000107,42.79999924,44.13999939,42.79999924,41.95000076,40.34000015,35.58000183,33.97000122,
"Service exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17280000,13670000,28600000,77709934.82,101146191.8,126571484.2,138907924.6,140414195.2,192647538.3,193009866.9,256754361.9,347019635.3,430149629.1,593736019.2,764224433.3,837340386.7,785685432.6,1013193794,1310642403,1401669404,1519401715,1620196593,1512454133,1671466471,2022265034,2218184181,2430686482,
"Service imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48849250,49635682.64,75191714.25,145325798.9,182001489.6,193857386.8,195128323,205254352.4,295461540.5,303091513.4,353316277.7,501535928.7,578071110.2,682025125.4,954199567.7,1148499729,1061985834,1273953432,1376439942,1503766151,1645016987,1733702538,1608894507,1601062556,1862855127,2161500619,2454064291,
"Services, value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.69893241,45.74975686,47.41304375,48.21266939,49.91050943,50.76525836,52.61630512,54.23383766,
"Services, value added (annual % growth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.769695825,57.73399438,-22.68866053,7.145310964,15.67376112,5.479763569,4.849786842,4.505515741,4.341650959,-6.134590714,9.946401701,16.3886017,12.57606506,12.88975045,16.49538497,22.16385889,10.75029722,5.335011144,-6.836173044,8.522912733,-1.739661797,5.357977219,2.749980302,6.790326729,0.97893033,3.839551144,11.12790772,9.597549648,10.33278272,
"Services, value added (constant 2010 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services, value added (constant LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00177E+11,4.03258E+11,6.36074E+11,4.91757E+11,5.26895E+11,6.09479E+11,6.42877E+11,6.74056E+11,7.04425E+11,7.35009E+11,6.89919E+11,7.58541E+11,8.82856E+11,9.93884E+11,1.12199E+12,1.30707E+12,1.59677E+12,1.76842E+12,1.86277E+12,1.73543E+12,1.88334E+12,1.85057E+12,1.94973E+12,2.00334E+12,2.13938E+12,2.16032E+12,2.24327E+12,2.4929E+12,2.73215E+12,3.01446E+12,
"Services, value added (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94973E+12,2.08419E+12,2.2894E+12,2.43167E+12,2.52911E+12,2.82483E+12,3.16594E+12,3.56264E+12,
"Services, value added (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636544293.4,504347726.4,345149558,249805004,231218730.1,364206038,420447319.1,484290213.3,570811928.4,613970714.9,586435314.4,644477353.8,726503880.7,844397601.8,1075954073,1456990139,1971193423,2836610012,3754052529,3362091789,3429376399,3658157336,4852915891,5088043548,5504423449,5088045802,5263629783,5920342876,,,
"Services, value added per worker (constant 2010 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sex ratio at birth (male births per female births),,,1.064,,,,,1.064,,,,,1.057,,,,,1.052,,,,,1.05,,,,,1.058,,,1.069,,1.077,,,,,1.151,,,,,1.173,,,,,1.151,1.148,1.146,1.143,1.141,1.138,1.133,1.128,1.123,1.118,1.113,1.109,1.106,
SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,0,,,0,,0,,,,,,,,,,
"Share of tariff lines with international peaks, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0632431,0.0425977,0.1591237,0.2101338,0.1209511,0.0129658,0.0901773,0.079482,0.1166874,0.0755379,0.0762144,0,8.128222,4.560993,3.607453,,0.9710771,
"Share of tariff lines with international peaks, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0091399,0.0084463,0.0080844,0.0063969,0.0160262,0,0,0,0,0,0,0,6.980132,4.976163,3.7058,,0.4371675,
"Share of tariff lines with international peaks, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.7150715,0.4225352,1.808558,2.749004,1.343284,0.1715855,0.5353909,0.4201681,0.6243114,0.4001883,0.387619,0,12.56968,2.329117,3.200074,,3.302777,
"Share of tariff lines with specific rates, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.1180538,0.1394106,0.1406209,0.1420623,0.2065019,0.1452169,0,0,0,0,0,0.1577632,1.39501,1.570976,1.10097,,0.1332194,
"Share of tariff lines with specific rates, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0.0028072,0,0,0,0,0,0.1870579,0.3137006,0.6414495,0.2910132,,0.1639378,
"Share of tariff lines with specific rates, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.540154,1.690141,1.676224,1.912351,2.61194,1.88744,0,0,0,0,0,0.0305795,5.606324,6.44612,4.339005,,0,
"Share of youth not in education, employment or training, female (% of female youth population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.84999847,,44.45999908,39.27999878,42.56999969,38.49000168,34.79999924,37.83000183,37.52999878,33.72999954,28.70999908,
"Share of youth not in education, employment or training, male (% of male youth population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.18999863,,44.77999878,34.33000183,46.43000031,37.52000046,36.34999847,35.38999939,35.72000122,28.31999969,28.06999969,
"Share of youth not in education, employment or training, total (% of youth population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.52000046,,44.59999847,36.77000046,44.36999893,38.02999878,35.56000137,36.58000183,36.59000015,31.10000038,28.37999916,
"Short-term debt (% of exports of goods, services and primary income)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465716706,0.59818135,0.312647001,4.640735619,9.772961339,10.26349678,7.962469292,6.304747058,24.88287765,35.20101165,27.1211963,15.32383749,13.3262659,17.11632247,16.92564646,21.73083815,20.11628409,23.73294935,20.88069122,26.04823346,20.04343771,16.49938235,24.29920054,16.37641982,19.48894043,24.2394621,
Short-term debt (% of total external debt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149,0.4976,0.5773,0.2689,3.4456,5.6164,4.8112,4.3615,2.9758,12.794,20.2391,19.4505,15.1206,14.3467,16.2442,14.4161,10.7228,10.3967,12.1942,11.0205,13.2457,10.6154,7.515,10.8731,8.6883,10.5701,13.4143,
Short-term debt (% of total reserves),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147200961,2.953866061,1.924767059,0.83233418,9.196326721,15.40781074,16.2102423,14.1371588,12.73295696,51.0471244,80.48176511,74.85045387,44.48972615,28.62719071,30.17538912,37.01888649,26.4105519,35.14494913,46.7634719,46.79587531,51.06900705,60.97720918,37.3826639,48.61903714,38.4020415,50.17983563,55.95829999,
Social contributions (% of revenue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08244856,14.25432327,14.82620172,12.66655281,12.63153108,14.24327904,12.92385031,13.38404453,13.07909335,1.619835288,1.409492426,0.726236231,0,0,0,0,
Social contributions (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50828161800,63881180300,80214400000,88471032730,1.05001E+11,1.02903E+11,1.05336E+11,1.2345E+11,1.29059E+11,17631669818,17005850750,8698554400,0,0,0,0,
